StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1,Q2,Q38,Q39,Q37,Q40,Q36,Q3,Q4,Q5,Q6,Q7,8B,9B,10B,11B,12B,13B,14B,15B,16B,17B,8A,9A,10A,11A,12A,13A,14A,15A,16A,17A,SC0
2020-07-26 08:17:04,2020-07-26 08:20:17,IP Address,143.59.149.230,100,193,True,2020-07-26 08:20:17,R_2CJ9mqH9l6ore7x,,,,,33.3708038330078125,-84.815399169921875,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,Yes,Yes,Yes,Divorced,English,< $60000,21-40,Democrat,Some college,Caucasian,Yes,,,,,,,,,,,No,Yes,No,Yes,No,No,Yes,Yes,No,No,9
2020-07-26 08:24:41,2020-07-26 08:26:42,IP Address,71.224.61.98,100,121,True,2020-07-26 08:26:43,R_2pXiLMzSngz3PfH,,,,,40.0782012939453125,-75.1298980712890625,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,Yes,Yes,No,Single,English,$60000 - $150000,21-40,Democrat,Some college,Caucasian,No,,,,,,,,,,,No,Yes,No,No,No,No,Yes,Yes,No,No,8
2020-07-26 08:25:20,2020-07-26 08:29:07,IP Address,107.2.72.194,100,227,True,2020-07-26 08:29:07,R_6rRfv4ecd7gUHh7,,,,,45.0001068115234375,-93.098602294921875,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Male,Yes,Yes,Yes,Married,English,$60000 - $150000,41-60,Other,College degree,Caucasian,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,,,,,,,,,,,9
2020-07-26 08:27:42,2020-07-26 08:33:48,IP Address,70.118.246.32,100,365,True,2020-07-26 08:33:48,R_WwBeGx6jVUp0KTn,,,,,39.0352935791015625,-94.46360015869140625,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Male,Yes,Yes,Yes,Single,English,< $60000,41-60,Democrat,College degree,Black / African,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,,,,,,,,,,7
2020-07-26 08:37:52,2020-07-26 08:42:48,IP Address,24.167.160.145,100,295,True,2020-07-26 08:42:48,R_2BeBUr8CbdZsilj,,,,,36.032196044921875,-79.85880279541015625,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,Yes,Yes,Yes,Married,English,< $60000,61+,Republican,College degree,Caucasian,Yes,,,,,,,,,,,Yes,Yes,No,Yes,No,No,Yes,No,No,No,9
2020-07-26 08:44:31,2020-07-26 08:47:47,IP Address,68.81.42.79,100,196,True,2020-07-26 08:47:47,R_ULN0UW6dWmibEEp,,,,,40.268402099609375,-75.39029693603515625,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,Yes,Yes,Yes,Married,English,$150000 - $250000,61+,Democrat,Graduate degree,Caucasian,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,,,,,,,,,,,7
2020-07-26 09:01:06,2020-07-26 09:03:43,IP Address,162.250.82.237,100,156,True,2020-07-26 09:03:44,R_1iksPRiHWyJxIZo,,,,,32.4983978271484375,-85.018402099609375,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,Yes,Yes,Yes,Married,English,$60000 - $150000,21-40,Republican,College degree,Caucasian,Yes,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5
2020-07-26 09:18:32,2020-07-26 09:20:55,IP Address,24.190.220.175,100,143,True,2020-07-26 09:20:55,R_w1zLFXJg3pTCXjb,,,,,40.6446075439453125,-73.97429656982421875,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,Yes,No,No,Seperated,English,$60000 - $150000,21-40,Republican,Graduate degree,Caucasian,Yes,,,,,,,,,,,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,7
2020-07-26 09:23:17,2020-07-26 09:26:45,IP Address,142.197.43.44,100,207,True,2020-07-26 09:26:45,R_1kSo4mdPmKsnl6e,,,,,28.91070556640625,-81.19570159912109375,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,No,No,No,Single,English,< $60000,21-40,Other,Some college,Hispanic / Latinx,Yes,No,Yes,No,Yes,No,No,No,No,No,No,,,,,,,,,,,7
2020-07-26 09:31:38,2020-07-26 09:34:47,IP Address,66.191.255.194,100,189,True,2020-07-26 09:34:48,R_2rTJjdpIvZLi28y,,,,,36.549102783203125,-82.55840301513671875,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,No,No,No,Married,English,< $60000,21-40,Democrat,High school graduate,Hispanic / Latinx,Yes,,,,,,,,,,,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,7
2020-07-26 09:41:31,2020-07-26 09:44:51,IP Address,73.63.5.150,100,200,True,2020-07-26 09:44:51,R_2qe1vWIUCMFpNkh,,,,,40.75,-111.9208984375,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Male,Yes,Yes,Yes,Divorced,English,$60000 - $150000,41-60,Democrat,College degree,Caucasian,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,,,,,,,,,,,8
2020-07-26 10:12:51,2020-07-26 10:16:03,IP Address,98.171.121.128,100,191,True,2020-07-26 10:16:03,R_z8adS5PRRiWjnPP,,,,,33.272705078125,-111.82779693603515625,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,Yes,Yes,Yes,Single,English,< $60000,21-40,Democrat,College degree,Caucasian,Yes,,,,,,,,,,,No,No,No,Yes,No,No,Yes,No,No,No,7
2020-07-26 10:59:19,2020-07-26 11:02:44,IP Address,76.206.14.67,100,204,True,2020-07-26 11:02:44,R_2dj1DyasBBCPXQG,,,,,34.153106689453125,-118.429595947265625,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,Yes,Yes,Yes,Divorced,English,< $60000,61+,Democrat,College degree,Caucasian,Yes,No,No,No,Yes,Yes,No,No,No,No,No,,,,,,,,,,,5
2020-07-26 11:10:36,2020-07-26 11:12:55,IP Address,174.85.255.116,100,139,True,2020-07-26 11:12:55,R_T1QWUhfLQchgHhn,,,,,34.8029937744140625,-86.97139739990234375,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,Yes,No,Yes,Married,English,< $60000,21-40,Republican,Some college,Caucasian,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,,,,,,,,,,,9
2020-07-26 11:11:04,2020-07-26 11:13:27,IP Address,67.188.236.151,100,143,True,2020-07-26 11:13:28,R_1hNe1HzGhbAueIm,,,,,37.393096923828125,-121.962005615234375,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,No,No,No,Married,English,< $60000,21-40,Democrat,High school graduate,Caucasian,No,,,,,,,,,,,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,8
2020-07-26 11:12:12,2020-07-26 11:15:07,IP Address,69.40.63.12,100,174,True,2020-07-26 11:15:07,R_1n1QLVjK8gQLAWC,,,,,37.6584014892578125,-84.59690093994140625,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,Yes,Yes,Yes,Married,English,< $60000,41-60,Republican,College degree,Caucasian,Yes,,,,,,,,,,,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,8
2020-07-26 11:16:59,2020-07-26 11:19:24,IP Address,75.149.136.201,100,145,True,2020-07-26 11:19:25,R_2dAvsyRpD4CC7d5,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Male,Yes,Yes,Yes,Widowed,English,< $60000,61+,Democrat,Graduate degree,Asian,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,,,,,,,,,,,6
2020-07-26 12:17:50,2020-07-26 12:20:13,IP Address,172.223.201.44,100,142,True,2020-07-26 12:20:13,R_21gfKQ50cDjAd2B,,,,,43.2151031494140625,-124.198394775390625,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,Yes,Yes,Yes,Married,English,$60000 - $150000,41-60,Republican,High school graduate,Caucasian,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,,,,,,,,,,,6
2020-07-26 12:31:08,2020-07-26 12:32:41,IP Address,98.255.45.162,100,92,True,2020-07-26 12:32:42,R_2chBakii07bC1fa,,,,,37.9185943603515625,-121.313201904296875,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Male,No,No,No,Single,English,$60000 - $150000,21-40,Democrat,Some college,Native American,Yes,,,,,,,,,,,No,Yes,No,Yes,No,No,Yes,No,No,No,8
2020-07-26 12:45:02,2020-07-26 12:48:17,IP Address,104.129.29.92,100,195,True,2020-07-26 12:48:17,R_6YEjtx4YakHSLrH,,,,,41.871002197265625,-87.62889862060546875,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Male,Yes,No,Yes,Divorced,English,$60000 - $150000,41-60,Democrat,College degree,Caucasian,Yes,,,,,,,,,,,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,8
2020-07-26 12:52:41,2020-07-26 12:57:14,IP Address,98.178.209.164,100,273,True,2020-07-26 12:57:14,R_2WYEGGciymsxx5C,,,,,30.03179931640625,-89.97119903564453125,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Male,Yes,Yes,Yes,Single,English,< $60000,41-60,Democrat,College degree,Black / African,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,,,,,,,,,,,9
2020-07-26 13:03:30,2020-07-26 13:07:58,IP Address,76.104.104.130,100,267,True,2020-07-26 13:07:58,R_7QhZ6JQShKXUbsd,,,,,37.1793975830078125,-77.38580322265625,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,Yes,Yes,Yes,Divorced,English,< $60000,41-60,Democrat,College degree,Caucasian,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,,,,,,,,,,,7
2020-07-26 13:04:43,2020-07-26 13:10:55,IP Address,99.40.167.164,100,372,True,2020-07-26 13:10:55,R_Yb4fgWnZnnvBHHP,,,,,28.902496337890625,-81.2480010986328125,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Male,Yes,No,Yes,Divorced,English,< $60000,41-60,Other,Some college,Caucasian,Yes,,,,,,,,,,,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,8
2020-07-26 13:12:40,2020-07-26 13:14:36,IP Address,98.25.156.173,100,115,True,2020-07-26 13:14:36,R_3PvR4tyhm3ls7xl,,,,,33.758697509765625,-78.8043975830078125,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Male,Yes,Yes,Yes,Single,English,< $60000,21-40,Democrat,College degree,Caucasian,Yes,,,,,,,,,,,No,Yes,No,No,No,No,Yes,Yes,No,No,8
2020-07-26 13:20:54,2020-07-26 13:23:14,IP Address,159.250.48.144,100,140,True,2020-07-26 13:23:14,R_2V93l9E1hdJk198,,,,,40.156005859375,-79.74269866943359375,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Male,No,No,No,Single,English,< $60000,41-60,Other,College degree,Caucasian,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,,,,,,,,,,,9
2020-07-26 14:08:08,2020-07-26 14:11:01,IP Address,73.84.225.55,100,172,True,2020-07-26 14:11:01,R_XyPX1wAD9iYG361,,,,,27.2621002197265625,-80.3834991455078125,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Male,Yes,Yes,Yes,Married,English,$60000 - $150000,41-60,Democrat,College degree,Caucasian,Yes,,,,,,,,,,,No,Yes,No,No,No,No,Yes,Yes,No,No,8
2020-07-26 15:07:48,2020-07-26 15:10:12,IP Address,47.185.70.61,100,144,True,2020-07-26 15:10:12,R_22QfGLpUNgB7p7I,,,,,32.932098388671875,-97.2834014892578125,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,Yes,Yes,Yes,Married,English,$60000 - $150000,21-40,Republican,College degree,Caucasian,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,,,,,,,,,,,8
2020-07-26 15:16:45,2020-07-26 15:20:46,IP Address,47.214.24.48,100,241,True,2020-07-26 15:20:47,R_2OIoZiLV8ye0oY6,,,,,36.612701416015625,-93.2335968017578125,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Male,Yes,Yes,Yes,Single,English,< $60000,41-60,Other,High school graduate,Caucasian,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,,,,,,,,,,,9
2020-07-26 15:28:13,2020-07-26 15:30:04,IP Address,65.79.145.248,100,110,True,2020-07-26 15:30:05,R_3njdWNwTSfTlAjB,,,,,41.9409027099609375,-87.6531982421875,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,Yes,Yes,Yes,Divorced,English,< $60000,21-40,Democrat,Graduate degree,Caucasian,Yes,,,,,,,,,,,Yes,Yes,No,Yes,Yes,No,No,No,No,No,7
2020-07-26 15:46:41,2020-07-26 15:49:02,IP Address,73.240.82.174,100,141,True,2020-07-26 15:49:03,R_1M5otlDZos9cf4d,,,,,44.627899169921875,-123.0592041015625,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Male,Yes,Yes,Yes,Single,English,$60000 - $150000,21-40,Democrat,College degree,Caucasian,Yes,,,,,,,,,,,No,Yes,No,Yes,No,No,Yes,Yes,No,No,9
2020-07-26 15:48:00,2020-07-26 15:51:26,IP Address,74.134.75.252,100,205,True,2020-07-26 15:51:26,R_z8p7vlNT0iDxhap,,,,,38.0012054443359375,-84.532501220703125,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,Yes,Yes,Yes,Married,English,< $60000,21-40,Democrat,Some college,Caucasian,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,,,,,,,,,,,9
2020-07-26 16:27:12,2020-07-26 16:28:46,IP Address,142.255.100.246,100,93,True,2020-07-26 16:28:46,R_1o0kywGT5cLYJYL,,,,,40.6208038330078125,-74.0426025390625,anonymous,EN,0.6999999999999999555910790149937383830547332763671875,Male,Yes,No,No,Single,English,$60000 - $150000,21-40,Other,Graduate degree,Asian,No,No,Yes,No,Yes,No,No,Yes,No,No,No,,,,,,,,,,,8
2020-07-26 16:27:04,2020-07-26 16:28:58,IP Address,24.9.237.224,100,114,True,2020-07-26 16:28:59,R_3ozk0HBBnD4Xd69,,,,,39.8419952392578125,-105.11009979248046875,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,Yes,Yes,Yes,Married,English,$150000 - $250000,41-60,Other,Graduate degree,Asian,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,,,,,,,,,,,8
2020-07-26 16:29:29,2020-07-26 16:32:48,IP Address,136.32.139.47,100,198,True,2020-07-26 16:32:48,R_3oX97zHqXBmyzCo,,,,,39.0352935791015625,-94.46360015869140625,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,Yes,Yes,Yes,Single,English,< $60000,41-60,Democrat,College degree,Caucasian,Yes,,,,,,,,,,,No,Yes,No,Yes,No,No,Yes,No,No,No,8
2020-07-26 16:55:09,2020-07-26 16:57:13,IP Address,70.190.31.134,100,123,True,2020-07-26 16:57:13,R_D8cfQ30fbpYCkil,,,,,33.2505035400390625,-111.85810089111328125,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Male,Yes,No,No,Single,English,< $60000,21-40,Other,Some college,Caucasian,Yes,,,,,,,,,,,No,No,No,Yes,No,No,No,No,No,No,6
2020-07-26 17:57:43,2020-07-26 18:00:35,IP Address,173.31.67.100,100,172,True,2020-07-26 18:00:35,R_3gZxnYdm7bHF5ns,,,,,32.510894775390625,-84.979400634765625,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,Yes,Yes,Yes,Married,English,< $60000,21-40,Democrat,Some college,Black / African,Yes,,,,,,,,,,,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,6
2020-07-26 18:41:53,2020-07-26 18:49:12,IP Address,98.4.185.112,100,438,True,2020-07-26 18:49:12,R_Yac4NmejsIt0fGV,,,,,43.18060302734375,-77.5948028564453125,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,No,No,No,Single,English,$60000 - $150000,61+,Democrat,College degree,Caucasian,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,,,,,,,,,,,7
2020-07-26 18:57:59,2020-07-26 19:00:13,IP Address,66.222.54.93,100,133,True,2020-07-26 19:00:13,R_2wozgUVdEjckOil,,,,,42.700897216796875,-88.54620361328125,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,Yes,Yes,Yes,Married,English,$60000 - $150000,21-40,Democrat,Graduate degree,Caucasian,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,,,,,,,,,,,9
2020-07-26 19:04:12,2020-07-26 19:06:35,IP Address,69.47.22.213,100,142,True,2020-07-26 19:06:35,R_Cg1GC0U7UjEcOGZ,,,,,41.395904541015625,-82.00350189208984375,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,Yes,Yes,Yes,Married,English,$60000 - $150000,21-40,Democrat,Some college,Caucasian,Yes,,,,,,,,,,,No,Yes,No,Yes,No,No,Yes,Yes,No,No,9
2020-07-26 19:40:21,2020-07-26 19:43:50,IP Address,68.63.164.6,100,209,True,2020-07-26 19:43:50,R_8IyaPfKVVRwSwmJ,,,,,36.0084075927734375,-83.97049713134765625,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Male,Yes,Yes,Yes,Single,English,< $60000,21-40,Republican,Some college,Caucasian,Yes,,,,,,,,,,,No,No,No,Yes,No,No,No,Yes,Yes,No,6
2020-07-26 20:03:10,2020-07-26 20:05:55,IP Address,71.61.214.11,100,165,True,2020-07-26 20:05:56,R_1FeJa8tGUsTRzjb,,,,,40.305206298828125,-79.54180145263671875,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Male,Yes,Yes,Yes,Married,English,$60000 - $150000,21-40,Republican,Graduate degree,Caucasian,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,,,,,,,,,,,8
2020-07-26 20:34:21,2020-07-26 20:38:09,IP Address,68.226.253.34,100,227,True,2020-07-26 20:38:09,R_10qt1K8NAbK95yD,,,,,30.0052947998046875,-91.822601318359375,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Male,Yes,No,No,Single,English,< $60000,21-40,Other,High school graduate,Caucasian,Yes,,,,,,,,,,,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,6
2020-07-26 22:05:15,2020-07-26 22:08:23,IP Address,204.195.45.80,100,187,True,2020-07-26 22:08:24,R_25HjeA6WUuheQvK,,,,,44.83489990234375,-124.0612030029296875,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,Yes,Yes,Yes,Married,English,$60000 - $150000,21-40,Democrat,Some college,Caucasian,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,,,,,,,,,,,8
2020-07-26 22:08:12,2020-07-26 22:11:05,IP Address,50.111.43.160,100,173,True,2020-07-26 22:11:05,R_1DHZHIXQvvViqMC,,,,,35.1829071044921875,-83.38649749755859375,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Male,Yes,No,Yes,Married,English,$60000 - $150000,21-40,Republican,College degree,Caucasian,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,,,,,,,,,,,8
2020-07-27 01:34:32,2020-07-27 01:37:24,IP Address,68.196.71.190,100,172,True,2020-07-27 01:37:24,R_1JDyBbAwf4Fs4yc,,,,,40.6598052978515625,-73.6371002197265625,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,Yes,Yes,Yes,Single,English,< $60000,21-40,Democrat,College degree,Caucasian,Yes,,,,,,,,,,,No,Yes,No,Yes,No,No,Yes,Yes,No,No,9
2020-07-27 03:05:03,2020-07-27 03:09:06,IP Address,173.92.65.116,100,243,True,2020-07-27 03:09:07,R_3s7AbCbbdqB10Y8,,,,,35.129302978515625,-80.8639984130859375,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Male,Yes,Yes,No,Married,English,< $60000,41-60,Democrat,High school graduate,Caucasian,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,,,,,,,,,,,7
2020-07-27 04:04:47,2020-07-27 04:07:54,IP Address,73.187.15.130,100,187,True,2020-07-27 04:07:55,R_38C4PizKAp9Gy7n,,,,,40.06640625,-76.5644989013671875,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,Yes,Yes,Yes,Married,English,$60000 - $150000,41-60,Republican,High school graduate,Caucasian,Yes,,,,,,,,,,,No,Yes,No,No,No,No,Yes,No,No,No,7
2020-07-27 04:09:58,2020-07-27 04:13:53,IP Address,97.84.226.92,100,235,True,2020-07-27 04:13:54,R_1GOm6z40VrckrLe,,,,,43.1772003173828125,-85.2472991943359375,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Male,Yes,No,No,Single,English,< $60000,41-60,Other,High school graduate,Caucasian,Yes,No,No,No,Yes,No,No,No,Yes,No,No,,,,,,,,,,,7
2020-07-27 05:57:22,2020-07-27 06:00:56,IP Address,74.111.16.202,100,214,True,2020-07-27 06:00:57,R_2V3ZE7py5gbihH8,,,,,43.1571044921875,-76.3280029296875,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,Yes,Yes,Yes,Married,English,< $60000,21-40,Democrat,College degree,Caucasian,No,,,,,,,,,,,No,Yes,No,Yes,Yes,No,No,No,No,No,6
2020-07-27 06:00:59,2020-07-27 06:04:56,IP Address,173.91.133.199,100,236,True,2020-07-27 06:04:56,R_1IpkYSCZ5EglWLU,,,,,41.07989501953125,-80.63919830322265625,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,Yes,Yes,Yes,Married,English,< $60000,21-40,Democrat,Some college,Caucasian,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,,,,,,,,,,,8
2020-07-27 06:02:22,2020-07-27 06:06:24,IP Address,70.185.96.81,100,241,True,2020-07-27 06:06:24,R_PwhKeayhInAtiKd,,,,,29.6475067138671875,-82.40399932861328125,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Male,Yes,Yes,Yes,Divorced,English,< $60000,41-60,Democrat,College degree,Caucasian,Yes,,,,,,,,,,,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,5
2020-07-27 07:03:28,2020-07-27 07:06:06,IP Address,68.9.123.140,100,157,True,2020-07-27 07:06:06,R_3CTPvI58z4Cps5c,,,,,41.604705810546875,-72.8813018798828125,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,No,No,No,Divorced,English,< $60000,41-60,Other,Some college,Caucasian,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,,,,,,,,,,,7
2020-07-27 08:06:48,2020-07-27 08:10:02,IP Address,166.216.159.196,100,193,True,2020-07-27 08:10:02,R_3PmH4UqDiwhRNOg,,,,,42.4651947021484375,-83.37129974365234375,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,No,No,No,Married,English,< $60000,41-60,Democrat,Some college,Caucasian,Yes,,,,,,,,,,,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,7
2020-07-27 08:25:03,2020-07-27 08:27:24,IP Address,73.237.88.24,100,140,True,2020-07-27 08:27:24,R_9RZ5eXlkp6IQoLf,,,,,34.0413970947265625,-84.50530242919921875,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,Yes,No,No,Single,English,$60000 - $150000,21-40,Democrat,High school graduate,Caucasian,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,,,,,,,,,,,9
2020-07-27 08:26:34,2020-07-27 08:29:23,IP Address,74.123.47.201,100,168,True,2020-07-27 08:29:23,R_3FKe2HIM7XzNd3V,,,,,36.568603515625,-86.51419830322265625,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,Yes,Yes,No,Single,English,< $60000,21-40,Other,Some college,Caucasian,Yes,,,,,,,,,,,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,10
2020-07-27 08:45:54,2020-07-27 08:51:05,IP Address,73.204.207.86,100,310,True,2020-07-27 08:51:05,R_1kOcTfV9eukmHp8,,,,,27.2621002197265625,-80.3834991455078125,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,Yes,No,Yes,Single,English,< $60000,21-40,Democrat,Some college,Caucasian,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,,,,,,,,,,,6
2020-07-27 09:08:24,2020-07-27 09:12:31,IP Address,24.246.235.192,100,247,True,2020-07-27 09:12:32,R_eFGrbsFUSXSuxP3,,,,,41.0287017822265625,-74.6428985595703125,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Male,Yes,Yes,Yes,Single,English,$60000 - $150000,21-40,Republican,College degree,Caucasian,Yes,,,,,,,,,,,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,10
2020-07-27 09:20:18,2020-07-27 09:22:41,IP Address,69.23.235.1,100,143,True,2020-07-27 09:22:41,R_1lyIEVRoNTkYLi4,,,,,38.21319580078125,-84.545501708984375,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,Yes,Yes,Yes,Single,English,< $60000,21-40,Democrat,Some college,Caucasian,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,,,,,,,,,,,9
2020-07-27 09:25:58,2020-07-27 09:28:58,IP Address,73.198.13.141,100,180,True,2020-07-27 09:28:58,R_22nQCv7JNwoV2m0,,,,,39.472198486328125,-74.45659637451171875,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Male,Yes,Yes,Yes,Single,English,$60000 - $150000,21-40,Democrat,College degree,Caucasian,Yes,,,,,,,,,,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,7
2020-07-27 11:13:07,2020-07-27 11:16:32,IP Address,75.177.139.50,100,205,True,2020-07-27 11:16:33,R_217cAxlv8gLYq0d,,,,,35.717803955078125,-78.84279632568359375,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Male,Yes,No,No,Single,English,$60000 - $150000,41-60,Republican,College degree,Caucasian,Yes,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,6
2020-07-27 12:32:14,2020-07-27 12:34:52,IP Address,71.233.107.30,100,157,True,2020-07-27 12:34:52,R_3nOVHblEOptb0Fe,,,,,42.109405517578125,-71.1759033203125,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,Yes,Yes,Yes,Married,English,$60000 - $150000,41-60,Democrat,High school graduate,Caucasian,Yes,,,,,,,,,,,No,No,No,Yes,No,No,Yes,Yes,No,No,8
2020-07-27 14:03:11,2020-07-27 14:05:10,IP Address,67.245.12.9,100,118,True,2020-07-27 14:05:10,R_OegJhRx2mOzDiVz,,,,,40.664306640625,-73.9763031005859375,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Male,Yes,Yes,Yes,Single,English,< $60000,41-60,Democrat,College degree,Caucasian,No,,,,,,,,,,,Yes,Yes,No,No,No,No,Yes,Yes,No,No,9
2020-07-27 14:20:21,2020-07-27 14:23:37,IP Address,74.175.145.228,100,195,True,2020-07-27 14:23:37,R_2qxy0IRwOifDr6c,,,,,33.0579986572265625,-80.010101318359375,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Male,Yes,Yes,Yes,Married,English,< $60000,41-60,Democrat,College degree,Black / African,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,,,,,,,,,,,8
2020-07-27 14:49:39,2020-07-27 14:54:00,IP Address,98.148.74.247,100,261,True,2020-07-27 14:54:01,R_1DXYzpvOcTPIFU2,,,,,33.9167938232421875,-118.34320068359375,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Male,Yes,No,No,Single,English,< $60000,21-40,Democrat,Less than high school,Hispanic / Latinx,Yes,,,,,,,,,,,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,6
