StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1,Q2,Q38,Q39,Q37,Q40,Q36,Q3,Q4,Q5,Q6,Q7,8B,9B,10B,11B,12B,13B,14B,15B,16B,17B,8A,9A,10A,11A,12A,13A,14A,15A,16A,17A,SC0
2020-07-27 17:55:44,2020-07-27 17:58:40,IP Address,24.4.75.91,100,176,True,2020-07-27 17:58:40,R_2YQwLEfsFd8ZCDD,,,,,37.5496978759765625,-121.96209716796875,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Male,Yes,Yes,No,Single,English,$60000 - $150000,21-40,Democrat,College degree,Asian,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,,,,,,,,,,,8
2020-07-27 18:00:40,2020-07-27 18:07:08,IP Address,71.202.32.67,100,387,True,2020-07-27 18:07:08,R_2U2RzcntNjUxJG3,,,,,37.5625,-122.000396728515625,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Male,No,No,No,Married,Other,> $250000,21-40,Democrat,College degree,Asian,No,,,,,,,,,,,Yes,Yes,No,Yes,No,No,Yes,No,No,No,9
2020-07-27 21:01:48,2020-07-27 21:04:51,IP Address,71.63.139.235,100,182,True,2020-07-27 21:04:51,R_VVd3vvUeyxv8qNr,,,,,45.450103759765625,-122.8679962158203125,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,No,No,No,Married,Other,> $250000,21-40,Other,Graduate degree,Other,Yes,,,,,,,,,,,No,No,No,Yes,No,No,Yes,No,No,No,7
2020-07-28 11:02:19,2020-07-28 11:07:18,IP Address,122.172.180.149,100,298,True,2020-07-28 11:07:18,R_OJTTHQpSu1FqvjX,,,,,12.97210693359375,77.593292236328125,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Male,No,No,No,Married,English,$150000 - $250000,21-40,Other,Graduate degree,Asian,No,No,No,No,Yes,Yes,No,Yes,No,No,No,,,,,,,,,,,6
2020-07-28 11:47:53,2020-07-28 11:52:41,IP Address,50.39.135.200,100,287,True,2020-07-28 11:52:41,R_3kaEhWqjuFBygJi,,,,,45.496002197265625,-122.7998046875,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,Yes,No,No,Married,English,$60000 - $150000,21-40,Democrat,Graduate degree,Asian,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,,,,,,,,,,,8
2020-07-28 11:50:11,2020-07-28 11:54:00,IP Address,24.4.26.217,100,228,True,2020-07-28 11:54:00,R_3OtdQd1dgZbpSQV,,,,,37.341705322265625,-121.9752960205078125,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,Yes,Yes,Yes,Single,English,$60000 - $150000,21-40,Democrat,College degree,Caucasian,Yes,,,,,,,,,,,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,8
2020-07-28 12:09:49,2020-07-28 12:14:41,IP Address,98.234.86.208,100,291,True,2020-07-28 12:14:41,R_1OH6jEET3pDwNd7,,,,,37.795806884765625,-122.4203033447265625,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,Yes,Yes,Yes,Single,English,$60000 - $150000,21-40,Democrat,College degree,Caucasian,No,,,,,,,,,,,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,10
2020-07-28 12:50:26,2020-07-28 12:53:40,IP Address,64.135.105.209,100,193,True,2020-07-28 12:53:40,R_77BxO1WbQ94NmkF,,,,,26.8238067626953125,-80.1407012939453125,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Male,Yes,Yes,Yes,Married,English,> $250000,41-60,Republican,Graduate degree,Caucasian,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,,,,,,,,,,,10
2020-07-28 15:59:19,2020-07-28 16:01:36,IP Address,73.192.180.229,100,137,True,2020-07-28 16:01:37,R_3MutoF9oADUsk3X,,,,,38.6710968017578125,-121.149505615234375,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,No,No,No,Married,English,$150000 - $250000,21-40,Democrat,Graduate degree,Asian,No,No,Yes,No,No,No,No,Yes,No,No,No,,,,,,,,,,,7
2020-07-28 18:12:04,2020-07-28 18:14:38,IP Address,76.103.219.78,100,153,True,2020-07-28 18:14:38,R_1MZ1c1r3Iz2eirO,,,,,37.2449951171875,-121.9541015625,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Male,Yes,Yes,Yes,Married,English,> $250000,21-40,Other,Graduate degree,Caucasian,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,,,,,,,,,,,10
2020-07-29 01:22:43,2020-07-29 01:26:53,IP Address,193.188.121.35,100,250,True,2020-07-29 01:26:53,R_31Nq7Kv3JYGxWC9,,,,,26.240997314453125,50.5778961181640625,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Male,No,No,No,Single,Other,< $60000,0-20,Other,High school graduate,Asian,No,,,,,,,,,,,No,Yes,No,Yes,No,No,Yes,No,No,No,8
2020-07-29 07:13:14,2020-07-29 07:16:01,IP Address,184.153.52.133,100,167,True,2020-07-29 07:16:02,R_1E09AnkItCcKBJm,,,,,40.781005859375,-73.950103759765625,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,Yes,Yes,Yes,Single,English,$60000 - $150000,21-40,Democrat,College degree,Caucasian,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,,,,,,,,,,,7
2020-07-29 09:11:33,2020-07-29 10:54:16,IP Address,106.51.72.17,100,6162,True,2020-07-29 10:54:16,R_21GnDsGqKPxE290,,,,,12.97210693359375,77.593292236328125,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Male,No,No,No,Married,English,< $60000,21-40,Other,College degree,Asian,No,,,,,,,,,,,No,No,No,No,No,No,Yes,No,No,No,6
2020-07-29 13:21:31,2020-07-29 13:24:47,IP Address,155.186.108.50,100,195,True,2020-07-29 13:24:48,R_3GlCFUWS3DXB4oV,,,,,34.14410400390625,-117.58050537109375,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Male,Yes,Yes,Yes,Single,English,$150000 - $250000,21-40,Democrat,Graduate degree,Other,Yes,,,,,,,,,,,Yes,Yes,No,No,Yes,No,Yes,No,No,No,7
2020-07-29 13:56:07,2020-07-29 14:00:17,IP Address,192.55.54.38,100,249,True,2020-07-29 14:00:17,R_1Kf2qYSakW3GCie,,,,,33.4532012939453125,-112.074798583984375,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Male,Yes,No,Yes,Married,English,> $250000,41-60,Other,Graduate degree,Asian,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,,,,,,,,,,,8
2020-07-29 16:20:03,2020-07-29 16:22:08,IP Address,148.76.109.230,100,124,True,2020-07-29 16:22:08,R_3q4QQvuxC18xweR,,,,,40.67529296875,-74.22750091552734375,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,Yes,No,No,Married,English,$150000 - $250000,21-40,Democrat,Graduate degree,Asian,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,,,,,,,,,,,8
2020-07-29 17:12:11,2020-07-29 17:15:00,IP Address,71.198.21.43,100,168,True,2020-07-29 17:15:00,R_OvBbplcBUYc2kXD,,,,,37.7469940185546875,-122.43890380859375,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,Yes,Yes,Yes,Married,English,$150000 - $250000,21-40,Democrat,College degree,Asian,Yes,,,,,,,,,,,No,No,No,No,Yes,No,Yes,No,No,No,5
2020-07-29 17:12:18,2020-07-29 17:23:13,IP Address,174.204.210.96,100,655,True,2020-07-29 17:23:14,R_1Cm3GkDwpxApKhA,,,,,45.5330963134765625,-122.703704833984375,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,Yes,Yes,Yes,Single,English,$60000 - $150000,21-40,Democrat,College degree,Caucasian,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,,,,,,,,,,,10
2020-07-29 18:30:59,2020-07-29 18:36:11,IP Address,100.38.26.92,100,312,True,2020-07-29 18:36:11,R_8q21Hrw9ejDI5jj,,,,,40.664306640625,-73.9763031005859375,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Male,Yes,No,No,Married,English,> $250000,41-60,Democrat,College degree,Asian,No,,,,,,,,,,,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,8
2020-07-29 19:41:21,2020-07-29 19:45:22,IP Address,76.98.58.73,100,241,True,2020-07-29 19:45:22,R_1CwhRiiJGqgBImf,,,,,40.1215057373046875,-75.32689666748046875,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,Yes,Yes,Yes,Married,English,> $250000,21-40,Republican,College degree,Caucasian,No,,,,,,,,,,,No,Yes,No,No,Yes,No,No,Yes,No,No,6
2020-07-29 19:49:44,2020-07-29 19:53:43,IP Address,98.210.209.70,100,239,True,2020-07-29 19:53:44,R_2V7UTUZ7HSCkJiW,,,,,37.39739990234375,-122.00099945068359375,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Male,Yes,Yes,Yes,Married,English,> $250000,21-40,Republican,Graduate degree,Asian,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,,,,,,,,,,,4
2020-07-29 20:24:15,2020-07-29 20:31:12,IP Address,69.215.148.62,100,416,True,2020-07-29 20:31:12,R_27ydmiHJWNQx6ZM,,,,,37.783294677734375,-122.49520111083984375,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,Yes,Yes,Yes,Married,English,$150000 - $250000,21-40,Democrat,College degree,Asian,Yes,,,,,,,,,,,No,Yes,No,Yes,No,No,Yes,Yes,No,No,9
2020-07-29 21:42:25,2020-07-29 21:49:51,IP Address,198.27.188.52,100,446,True,2020-07-29 21:49:52,R_1NC9f5OD7ZY3hr0,,,,,37.7505950927734375,-122.41210174560546875,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Male,Yes,No,Yes,Single,English,$150000 - $250000,21-40,Democrat,Graduate degree,Caucasian,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,,,,,,,,,,,9
2020-07-30 11:27:38,2020-07-30 11:31:03,IP Address,82.28.154.58,100,205,True,2020-07-30 11:31:04,R_WeZbptdrxyGIPbX,,,,,51.45660400390625,-0.9680023193359375,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,No,No,No,Single,English,< $60000,0-20,Democrat,Less than high school,Black / African,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,,,,,,,,,,,7
2020-07-30 22:51:38,2020-07-30 22:54:17,IP Address,70.176.194.248,100,159,True,2020-07-30 22:54:17,R_12fBnxOGIFzc99c,,,,,33.43060302734375,-111.92559814453125,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,Yes,No,No,Single,English,< $60000,21-40,Democrat,College degree,Caucasian,No,,,,,,,,,,,No,Yes,Yes,No,No,No,Yes,No,Yes,No,5
2020-07-31 13:52:57,2020-07-31 13:56:44,IP Address,182.77.71.240,100,227,True,2020-07-31 13:56:44,R_Q0KRuw5UVXhXDnH,,,,,22.7162933349609375,75.83160400390625,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,No,No,No,Single,English,$150000 - $250000,21-40,Democrat,College degree,Asian,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,,,,,,,,,,,9
2020-08-01 08:02:14,2020-08-01 08:06:06,IP Address,106.197.249.5,100,231,True,2020-08-01 08:06:06,R_3oziLurBHJ6TF09,,,,,12.97210693359375,77.593292236328125,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Female,Yes,Yes,Yes,Married,English,$60000 - $150000,41-60,Democrat,Graduate degree,Asian,Yes,,,,,,,,,,,No,Yes,No,Yes,No,No,No,No,Yes,No,6
