StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1,Q2,Q38,Q39,Q37,Q40,Q36,Q3,Q4,Q5,Q6,Q7,8B,9B,10B,11B,12B,13B,14B,15B,16B,17B,8A,9A,10A,11A,12A,13A,14A,15A,16A,17A,SC0
7/24/20 22:59,7/24/20 23:02,IP Address,24.28.71.125,100,185,True,7/24/20 23:02,R_1jjqdEaVaTqDaVA,,,,,30.40319824,-97.75299835,anonymous,EN,0.9,Female,Yes,No,Yes,Single,English,< $60000,21-40,Other,Some college,Black / African,Yes,,,,,,,,,,,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,8
7/24/20 23:00,7/24/20 23:02,IP Address,47.144.162.16,100,139,True,7/24/20 23:02,R_1pJM5QESCWNon6O,,,,,33.8697052,-118.3693008,anonymous,EN,0.9,Male,Yes,Yes,Yes,Married,English,< $60000,21-40,Democrat,Graduate degree,Hispanic / Latinx,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,5
7/24/20 23:00,7/24/20 23:03,IP Address,45.4.197.141,100,135,True,7/24/20 23:03,R_2c6kGEBuG1o3vXR,,,,,40.75030518,-74.00140381,anonymous,EN,0.3,Male,Yes,Yes,Yes,Married,English,$60000 - $150000,21-40,Democrat,Graduate degree,Caucasian,Yes,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,5
7/24/20 22:59,7/24/20 23:03,IP Address,50.114.85.107,100,236,True,7/24/20 23:03,R_1NzAEZrab98fgb8,,,,,37.75100708,-97.8219986,anonymous,EN,0.3,Female,Yes,Yes,Yes,Married,English,$60000 - $150000,21-40,Democrat,Graduate degree,Caucasian,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,,,,,,,,,,,7
7/24/20 22:59,7/24/20 23:04,IP Address,184.166.55.144,100,274,True,7/24/20 23:04,R_3dJLasl7DJgECWq,,,,,48.1999054,-114.3033981,anonymous,EN,0.7,Male,Yes,Yes,Yes,Married,English,< $60000,21-40,Republican,College degree,Native American,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,5
7/24/20 22:59,7/24/20 23:04,IP Address,108.53.21.17,100,284,True,7/24/20 23:04,R_3NCEZkXP4QVExN9,,,,,40.72380066,-74.22930145,anonymous,EN,0.9,Female,Yes,Yes,Yes,Married,English,< $60000,41-60,Republican,Graduate degree,Caucasian,Yes,,,,,,,,,,,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,5
7/24/20 22:58,7/24/20 23:04,IP Address,45.20.79.79,100,330,True,7/24/20 23:04,R_234f0fgLe3ZPLwJ,,,,,37.21170044,-93.2990036,anonymous,EN,0.9,Female,Yes,Yes,Yes,Married,English,< $60000,21-40,Republican,Graduate degree,Black / African,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,5
7/24/20 22:59,7/24/20 23:04,IP Address,174.72.229.119,100,323,True,7/24/20 23:04,R_6JyaOMpgrfY1FKh,,,,,36.20379639,-115.225502,anonymous,EN,0.9,Female,Yes,Yes,Yes,Married,English,$60000 - $150000,21-40,Democrat,College degree,Caucasian,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,,,,,,,,,,,6
7/24/20 23:01,7/24/20 23:04,IP Address,96.56.103.238,100,229,True,7/24/20 23:04,R_1mL49LmvgFs2cRW,,,,,40.63679504,-74.00050354,anonymous,EN,0.9,Female,Yes,Yes,Yes,Married,English,$60000 - $150000,21-40,Democrat,Graduate degree,Hispanic / Latinx,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,5
7/24/20 22:59,7/24/20 23:05,IP Address,23.111.188.5,100,354,True,7/24/20 23:05,R_3kpKXIyUf0PoAma,,,,,32.94439697,-97.31189728,anonymous,EN,0.7,Male,Yes,No,Yes,Single,English,< $60000,21-40,Republican,Some college,Asian,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,,,,,,,,,,,7
7/24/20 23:02,7/24/20 23:05,IP Address,73.173.103.253,100,184,True,7/24/20 23:05,R_24w0bCGT5ZHOOFV,,,,,39.21240234,-76.87760162,anonymous,EN,0.9,Male,Yes,Yes,Yes,Single,English,> $250000,21-40,Democrat,College degree,Caucasian,No,,,,,,,,,,,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,10
7/24/20 22:59,7/24/20 23:05,IP Address,45.23.240.35,100,404,True,7/24/20 23:05,R_3nN2RITfXGJhFog,,,,,41.87330627,-88.11630249,anonymous,EN,0.9,Female,Yes,Yes,Yes,Married,English,< $60000,61+,Republican,College degree,Hispanic / Latinx,Yes,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4
7/24/20 23:01,7/24/20 23:06,IP Address,69.249.77.179,100,334,True,7/24/20 23:06,R_O0CikKy4xFvBtS1,,,,,40.02549744,-75.05339813,anonymous,EN,0.9,Female,Yes,Yes,Yes,Single,English,$60000 - $150000,21-40,Democrat,College degree,Caucasian,Yes,,,,,,,,,,,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,8
7/24/20 22:59,7/24/20 23:06,IP Address,208.126.159.93,100,447,True,7/24/20 23:06,R_1dFGWvMRyOr9Vbu,,,,,42.23420715,-92.8864975,anonymous,EN,0.9,Male,Yes,Yes,Yes,Married,English,< $60000,21-40,Democrat,College degree,Hispanic / Latinx,Yes,,,,,,,,,,,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,5
7/24/20 23:05,7/24/20 23:07,IP Address,47.40.163.169,100,107,True,7/24/20 23:07,R_1etvleNDWhy7Yo2,,,,,41.92810059,-83.44499969,anonymous,EN,0.9,Male,Yes,Yes,Yes,Married,English,< $60000,61+,Republican,Graduate degree,Native American,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,5
7/24/20 22:59,7/24/20 23:08,IP Address,68.47.166.51,100,536,True,7/24/20 23:08,R_3KUFhVEoO5wCQYD,,,,,36.1867981,-86.50669861,anonymous,EN,0.9,Female,Yes,Yes,Yes,Married,English,< $60000,21-40,Republican,College degree,Hispanic / Latinx,Yes,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5
7/24/20 23:03,7/24/20 23:08,IP Address,199.115.103.10,100,300,True,7/24/20 23:08,R_3UGi1IcVlSm1fMZ,,,,,39.75010681,-104.995697,anonymous,EN,0.9,Male,Yes,Yes,Yes,Single,English,$60000 - $150000,21-40,Other,College degree,Caucasian,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,,,,,,,,,,,8
7/24/20 22:59,7/24/20 23:09,IP Address,181.215.85.146,100,553,True,7/24/20 23:09,R_3nGlhShhNx73pb8,,,,,41.8710022,-87.62889862,anonymous,EN,0.1,Male,Yes,No,Yes,Single,English,< $60000,21-40,Republican,Graduate degree,Caucasian,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,,,,,,,,,,,5
7/24/20 23:01,7/24/20 23:09,IP Address,173.231.66.135,100,463,True,7/24/20 23:09,R_9XfmZHYTryikhYB,,,,,39.91879272,-78.96369934,anonymous,EN,0.9,Male,Yes,Yes,Yes,Married,English,$60000 - $150000,41-60,Republican,College degree,Caucasian,Yes,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5
7/24/20 23:04,7/24/20 23:09,IP Address,71.55.110.181,100,287,True,7/24/20 23:09,R_eyrfwjgj4m4NHSV,,,,,36.16819763,-115.2165985,anonymous,EN,,Female,Yes,Yes,Yes,Married,English,$60000 - $150000,21-40,Republican,College degree,Caucasian,Yes,,,,,,,,,,,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,9
7/24/20 23:10,7/24/20 23:10,IP Address,68.202.156.179,100,44,True,7/24/20 23:10,R_1eRTrPprSy0ad7z,,,,,29.05110168,-82.03800201,anonymous,EN,0.9,Female,Yes,Yes,No,Married,English,< $60000,21-40,Democrat,Some college,Caucasian,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,,,,,,,,,,,8
7/24/20 23:09,7/24/20 23:11,IP Address,64.251.53.2,100,125,True,7/24/20 23:11,R_1I9sAYDngUGOfHX,,,,,41.706604,-72.57450104,anonymous,EN,0.9,Male,Yes,Yes,Yes,Married,English,$60000 - $150000,21-40,Democrat,Graduate degree,Hispanic / Latinx,Yes,,,,,,,,,,,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,4
7/24/20 23:10,7/24/20 23:12,IP Address,73.155.133.27,100,88,True,7/24/20 23:12,R_ZmLxHpFHNYeKRgd,,,,,29.94299316,-95.25959778,anonymous,EN,0.9,Male,Yes,No,No,Single,English,$60000 - $150000,0-20,Democrat,Some college,Black / African,Yes,,,,,,,,,,,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,6
7/24/20 23:14,7/24/20 23:16,IP Address,47.35.218.176,100,114,True,7/24/20 23:16,R_3NJKhVcrSykh07u,,,,,34.86270142,-82.31860352,anonymous,EN,0.3,Female,Yes,Yes,No,Married,English,$60000 - $150000,21-40,Democrat,Graduate degree,Caucasian,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,5
7/24/20 23:14,7/24/20 23:17,IP Address,173.172.14.239,100,153,True,7/24/20 23:17,R_12EHGrCGz5urcF2,,,,,32.87559509,-96.74949646,anonymous,EN,0.9,Female,Yes,Yes,Yes,Married,English,> $250000,21-40,Republican,College degree,Native American,Yes,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,6
7/24/20 23:14,7/24/20 23:17,IP Address,24.211.82.43,100,182,True,7/24/20 23:17,R_3L8aPwigDqNDcFA,,,,,34.37890625,-80.08309937,anonymous,EN,0.3,Male,Yes,Yes,Yes,Married,English,$60000 - $150000,21-40,Republican,Graduate degree,Caucasian,Yes,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5
7/24/20 23:14,7/24/20 23:17,IP Address,98.113.31.64,100,181,True,7/24/20 23:17,R_RF6y3X6FxwnUQKd,,,,,40.72599792,-73.84799957,anonymous,EN,0.9,Male,Yes,Yes,Yes,Single,English,$60000 - $150000,21-40,Democrat,Graduate degree,Caucasian,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,,,,,,,,,,,9
7/24/20 23:16,7/24/20 23:18,IP Address,71.206.84.78,100,126,True,7/24/20 23:18,R_UKp264dad1wbZUB,,,,,26.2545929,-80.17620087,anonymous,EN,0.9,Male,Yes,Yes,Yes,Married,English,$60000 - $150000,21-40,Republican,College degree,Black / African,Yes,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5
7/24/20 23:16,7/24/20 23:18,IP Address,24.178.15.98,100,118,True,7/24/20 23:18,R_28YsbPxa4m8Ocoo,,,,,32.80459595,-97.1937027,anonymous,EN,0.9,Male,Yes,Yes,Yes,Married,English,$150000 - $250000,21-40,Democrat,College degree,Native American,Yes,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5
7/24/20 23:16,7/24/20 23:19,IP Address,45.4.196.6,100,155,True,7/24/20 23:19,R_2ClCtpXs6WlEG7O,,,,,40.75030518,-74.00140381,anonymous,EN,0.3,Male,Yes,Yes,Yes,Married,English,$60000 - $150000,21-40,Democrat,Graduate degree,Caucasian,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,5
7/24/20 23:15,7/24/20 23:19,IP Address,45.4.196.211,100,219,True,7/24/20 23:19,R_2YqR2pZRgPODpac,,,,,40.75030518,-74.00140381,anonymous,EN,0.3,Male,Yes,Yes,Yes,Married,English,$60000 - $150000,21-40,Democrat,Graduate degree,Caucasian,Yes,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5
7/24/20 23:16,7/24/20 23:19,IP Address,108.184.13.148,100,165,True,7/24/20 23:19,R_XOhEjh1e7M313Lr,,,,,34.02510071,-118.1556015,anonymous,EN,0.9,Female,Yes,No,Yes,Married,English,< $60000,21-40,Democrat,College degree,Other,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,,,,,,,,,,,5
7/24/20 23:16,7/24/20 23:19,IP Address,50.91.103.213,100,161,True,7/24/20 23:19,R_xFrUM1GyYRD3ndT,,,,,35.38659668,-119.0171051,anonymous,EN,0.9,Male,Yes,Yes,Yes,Married,English,< $60000,21-40,Democrat,College degree,Caucasian,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,5
7/24/20 23:14,7/24/20 23:21,IP Address,73.19.123.28,100,416,True,7/24/20 23:21,R_1EdjC3yhUKxWQas,,,,,47.62759399,-122.6430969,anonymous,EN,0.9,Female,Yes,Yes,Yes,Married,English,< $60000,21-40,Republican,Graduate degree,Caucasian,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,,,,,,,,,,,7
7/24/20 23:21,7/24/20 23:23,IP Address,71.173.204.206,100,109,True,7/24/20 23:23,R_3V3ygPInB1YSTVn,,,,,40.2749939,-76.80390167,anonymous,EN,0.9,Male,Yes,No,Yes,Single,English,< $60000,21-40,Republican,College degree,Caucasian,Yes,,,,,,,,,,,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,10
7/24/20 23:30,7/24/20 23:31,IP Address,24.147.223.143,100,84,True,7/24/20 23:31,R_1Pbm79kmbusP0ja,,,,,41.31860352,-72.93019867,anonymous,EN,0.9,Male,Yes,Yes,Yes,Married,English,$150000 - $250000,21-40,Democrat,College degree,Caucasian,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,,,,,,,,,,6
7/24/20 23:29,7/24/20 23:36,IP Address,68.189.167.87,100,362,True,7/24/20 23:36,R_9S0XxoEs7ugdnqN,,,,,35.0644989,-81.64769745,anonymous,EN,0.7,Male,Yes,Yes,Yes,Married,English,$60000 - $150000,21-40,Republican,College degree,Hispanic / Latinx,Yes,,,,,,,,,,,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,10
7/25/20 0:02,7/25/20 0:10,IP Address,38.68.53.5,100,429,True,7/25/20 0:10,R_2ayMVSTcc3960Jf,,,,,37.75100708,-97.8219986,anonymous,EN,0.9,,Yes,No,Yes,Married,English,< $60000,21-40,Democrat,College degree,Caucasian,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,,,,,,,,,,,6
